fighter_id,name,height_in,weight_lbs,reach_in,stance,dob,LEAK_record_raw,LEAK_record_wins,LEAK_record_losses,LEAK_record_draws,LEAK_record_nc,LEAK_slpm,LEAK_str_acc_pct,LEAK_sapm,LEAK_str_def_pct,LEAK_td_avg,LEAK_td_acc_pct,LEAK_td_def_pct,LEAK_sub_avg,reach_in_imputed,reach_imputed
010986ee359fb863,John Salter,73.0,185.0,74.0,Southpaw,1985-03-21,14-3-0,14,3,0,0,1.68,32.0,1.68,68.0,2.85,46.0,66.0,0.5,74.0,False
0112352cb32f5026,Denis Tiuliulin,73.0,185.0,77.0,Orthodox,1988-05-17,10-10-0 (1 NC),10,10,0,1,3.61,41.0,5.23,38.0,0.96,42.0,72.0,0.0,77.0,False
013da757877044a2,Joe Brammer,68.0,155.0,,Orthodox,1983-08-23,7-3-1,7,3,1,0,2.15,31.0,2.8,56.0,0.81,50.0,50.0,0.0,69.63809660827336,True
01641ba5df0c69b0,Gabriel Bonfim,73.0,170.0,72.0,Orthodox,1997-08-20,20-1-0,20,1,0,0,4.76,47.0,3.61,64.0,2.57,53.0,78.0,1.0,72.0,False
016a8d958883167c,Gina Mazany,66.0,125.0,68.0,Southpaw,1988-08-19,7-6-0,7,6,0,0,3.73,50.0,3.52,50.0,4.34,52.0,33.0,0.2,68.0,False
01784fbc27c68b14,Rachael Ostovich,63.0,125.0,62.0,Orthodox,1991-02-25,4-6-0,4,6,0,0,2.54,43.0,3.97,57.0,2.03,83.0,66.0,0.8,62.0,False
01afe0916a40c7c5,Shavkat Rakhmonov,73.0,170.0,77.0,Orthodox,1994-10-23,19-0-0,19,0,0,0,3.25,60.0,2.17,51.0,1.4,25.0,85.0,1.2,77.0,False
01b352b6a9074d5c,Chase Sherman,76.0,250.0,78.0,Orthodox,1989-11-16,16-12-0,16,12,0,0,6.04,45.0,6.65,52.0,0.09,50.0,74.0,0.0,78.0,False
01b39decaf0abf6a,Benji Radach,70.0,185.0,,Orthodox,1979-04-05,21-7-0 (1 NC),21,7,0,1,2.62,49.0,2.31,51.0,1.06,41.0,71.0,0.4,71.74879086719955,True
01c9e4013afce141,Michael Aswell Jr.,68.0,145.0,69.0,Orthodox,2000-09-27,11-5-0,11,5,0,0,7.6,42.0,7.03,52.0,0.24,25.0,55.0,0.0,69.0,False
01d2ed8c502e3828,Caros Fodor,69.0,155.0,74.0,Orthodox,1984-01-07,11-6-0,11,6,0,0,2.76,54.0,2.83,54.0,2.1,25.0,50.0,0.0,74.0,False
01daf32100ed7517,Koji Oishi,68.0,170.0,,Orthodox,1977-05-31,25-10-10,25,10,10,0,1.43,9.0,17.86,43.0,0.0,0.0,0.0,0.0,69.63809660827336,True
01f022fa494188e2,Josh Bryant,70.0,185.0,,Orthodox,1980-04-23,15-4-0,15,4,0,0,1.1,20.0,6.1,43.0,0.0,0.0,0.0,0.0,71.74879086719955,True
01fcef7e3d051722,Henry Briones,68.0,135.0,69.0,Orthodox,1980-10-22,16-8-1,16,8,1,0,3.47,42.0,4.68,53.0,0.0,0.0,52.0,0.6,69.0,False
01fed6f61ebea01f,Jay Perrin,67.0,135.0,67.0,Switch,1993-06-15,10-7-0,10,7,0,0,3.71,46.0,3.9,44.0,2.83,52.0,58.0,0.0,67.0,False
0232cabbc30a2372,Adrian Yanez,67.0,135.0,70.0,Orthodox,1993-11-29,18-6-1,18,6,1,0,5.95,41.0,5.22,56.0,0.0,0.0,76.0,0.0,70.0,False
02500fb9fd79a974,Jason Reinhardt,66.0,135.0,,Orthodox,1969-10-31,20-3-0,20,3,0,0,0.51,40.0,4.07,43.0,1.91,12.0,50.0,0.0,67.52740234934717,True
025f0b1b58fbad01,Darko Stosic,72.0,205.0,76.0,Orthodox,1992-02-09,13-4-0,13,4,0,0,2.61,45.0,4.04,58.0,3.42,50.0,83.0,0.0,76.0,False
029880cdbf5ca089,Sean Sherk,66.0,155.0,67.0,Orthodox,1973-08-05,36-4-1,36,4,1,0,2.17,35.0,2.71,55.0,4.09,46.0,56.0,0.4,67.0,False
029afd138865d20a,Rafael Alves,68.0,155.0,68.0,Orthodox,1990-11-14,20-12-0,20,12,0,0,1.85,48.0,3.3,58.0,0.29,25.0,44.0,1.5,68.0,False
029e1293e609fd74,Abubakar Nurmagomedov,71.0,170.0,72.0,Orthodox,1989-11-13,17-4-1,17,4,1,0,2.78,53.0,2.61,65.0,1.25,22.0,88.0,0.0,72.0,False
029eaff01e6bb8f0,Dustin Poirier,69.0,155.0,72.0,Southpaw,1989-01-19,30-10-0 (1 NC),30,10,0,1,5.24,50.0,4.57,52.0,1.15,35.0,64.0,1.2,72.0,False
02bb48869eb7ac8f,Rayanne dos Santos,62.0,115.0,62.0,Orthodox,1995-06-08,14-9-0,14,9,0,0,4.57,40.0,6.47,59.0,0.5,14.0,80.0,0.0,62.0,False
02d276b7d62b3472,Rudyard Moncayo,70.0,195.0,,Orthodox,1973-05-17,0-3-0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.74879086719955,True
02e52b3a595f0786,Kevin Jordan,75.0,245.0,,Orthodox,1970-12-31,11-9-0,11,9,0,0,2.0,40.0,1.91,55.0,0.0,0.0,77.0,0.6,77.02552651451502,True
02f2a9702ba3d167,Artem Lobov,69.0,145.0,65.0,Southpaw,1986-08-11,13-15-1 (1 NC),13,15,1,1,3.52,41.0,4.82,50.0,0.39,25.0,52.0,0.0,65.0,False
02f484417a6fa69d,Uran Satybaldiev,76.0,205.0,79.0,Orthodox,1994-08-10,9-1-0,9,1,0,0,2.14,25.0,3.66,44.0,0.0,0.0,50.0,1.7,79.0,False
02f8fedc18cbd26c,Emily Ducote,62.0,115.0,63.0,Orthodox,1994-01-01,13-9-0,13,9,0,0,7.45,52.0,7.84,57.0,0.2,14.0,94.0,0.0,63.0,False
02fc8f50f56eb307,Trent Jenkins,74.0,185.0,,,,0-4-0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.97017938505194,True
030f08370fd1c2bb,Kerry Schall,74.0,265.0,,Orthodox,1971-08-09,24-13-0 (1 NC),24,13,0,1,0.94,11.0,4.84,63.0,0.0,0.0,0.0,0.0,75.97017938505194,True
032cc3922d871c7f,Khabib Nurmagomedov,70.0,155.0,70.0,Orthodox,1988-09-20,29-0-0,29,0,0,0,4.1,48.0,1.75,65.0,5.32,48.0,84.0,0.8,70.0,False
0359313549d230a1,Pete Sell,71.0,170.0,75.0,Orthodox,1982-08-05,10-7-0,10,7,0,0,2.6,42.0,3.65,51.0,0.91,21.0,47.0,0.9,75.0,False
03688dc3c3af3ac1,Bas Rutten,73.0,205.0,,Orthodox,1965-02-24,28-4-1,28,4,1,0,5.59,61.0,2.06,79.0,0.0,0.0,0.0,0.0,74.91483225558883,True
036e96c1c12b8a59,Nick Fiore,70.0,155.0,72.0,Orthodox,1997-12-10,6-2-0,6,2,0,0,2.83,46.0,7.93,42.0,2.5,45.0,71.0,0.0,72.0,False
03c9994c5b8958ec,John Cholish,71.0,155.0,74.0,Orthodox,1983-12-17,8-3-0,8,3,0,0,2.65,49.0,2.29,73.0,1.82,31.0,78.0,0.4,74.0,False
03dee485905dbc9f,Zachary Scroggin,75.0,170.0,74.0,Orthodox,1996-03-09,7-1-0,7,1,0,0,2.4,37.0,8.8,68.0,0.0,0.0,0.0,0.0,74.0,False
03f982ca3735070c,Walt Harris,77.0,250.0,77.0,Southpaw,1983-06-10,13-10-0 (1 NC),13,10,0,1,3.05,39.0,3.33,54.0,0.29,28.0,70.0,0.1,77.0,False
040426baba8a45e8,Nate Schroeder,73.0,230.0,,,1973-06-02,11-10-0,11,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.91483225558883,True
040a74bb0a465c54,Arnold Allen,68.0,145.0,70.0,Southpaw,1994-01-22,21-4-0,21,4,0,0,3.52,43.0,3.15,60.0,1.24,60.0,73.0,0.3,70.0,False
045f25b3a4c08e81,Jack Marshman,72.0,185.0,73.0,Orthodox,1989-12-19,23-10-0,23,10,0,0,2.74,25.0,4.19,56.0,0.0,0.0,20.0,0.0,73.0,False
04643fd03d9159cc,Marcus Aurelio,70.0,155.0,74.0,Orthodox,1973-08-18,22-10-0,22,10,0,0,1.42,33.0,2.27,59.0,1.69,27.0,27.0,1.3,74.0,False
047a91d3d9c79b05,Collin Anglin,69.0,145.0,71.0,Orthodox,1993-02-20,8-3-0,8,3,0,0,4.59,48.0,5.54,51.0,2.28,66.0,100.0,0.0,71.0,False
04835018f90b118c,Casey O'Neill,66.0,125.0,69.0,Orthodox,1997-10-07,11-2-0,11,2,0,0,7.89,52.0,5.53,57.0,1.4,34.0,70.0,0.7,69.0,False
049d698d773eb3e1,Matt Horwich,73.0,185.0,,Orthodox,1978-10-02,30-25-1,30,25,1,0,1.11,62.0,2.16,38.0,0.33,9.0,28.0,2.7,74.91483225558883,True
04b39f4e8eb59d7c,Oluwale Bamgbose,71.0,185.0,78.0,Switch,1987-08-04,6-4-0,6,4,0,0,2.45,48.0,2.7,55.0,0.94,33.0,37.0,0.0,78.0,False
04c15b52c3cc1cab,Nate Mohr,69.0,155.0,72.0,Orthodox,1983-03-03,9-7-0,9,7,0,0,3.79,41.0,2.5,74.0,0.45,50.0,71.0,0.0,72.0,False
04c8b08b16a5b99e,Tanner Boser,74.0,205.0,75.0,Orthodox,1991-08-02,22-11-1,22,11,1,0,4.82,53.0,3.0,57.0,0.0,0.0,69.0,0.0,75.0,False
04d5718ed2661e8c,Jorge Gurgel,67.0,155.0,69.0,Orthodox,1977-01-25,14-10-0,14,10,0,0,3.37,32.0,3.62,62.0,0.81,23.0,60.0,0.5,69.0,False
04f9fe830cf13482,Gerald Strebendt,69.0,155.0,,Orthodox,1979-03-01,9-7-0,9,7,0,0,0.0,0.0,4.0,38.0,0.0,0.0,0.0,16.4,70.69344373773646,True
052ceb8976695342,Chase Gormley,75.0,265.0,,Orthodox,1983-08-11,14-6-0 (1 NC),14,6,0,1,3.6,42.0,6.03,44.0,3.12,42.0,0.0,1.0,77.02552651451502,True
05339613bf8e9808,Rob Font,68.0,135.0,71.0,Orthodox,1987-06-25,22-10-0,22,10,0,0,5.11,45.0,3.53,57.0,0.7,29.0,37.0,0.3,71.0,False
0541480fbf719d86,Houston Alexander,72.0,205.0,72.0,Orthodox,1972-03-22,17-15-1 (2 NC),17,15,1,2,3.06,54.0,3.2,52.0,1.19,57.0,33.0,0.0,72.0,False
054defd5420a551f,Rob Kimmons,70.0,185.0,73.0,Orthodox,1981-01-30,25-9-0,25,9,0,0,1.86,48.0,4.79,38.0,2.08,46.0,25.0,2.4,73.0,False
05560764359161e4,Constantinos Philippou,71.0,185.0,73.0,Orthodox,1979-11-29,13-5-0 (1 NC),13,5,0,1,2.19,35.0,2.73,54.0,0.4,42.0,65.0,0.3,73.0,False
056c493bbd76a918,Henry Cejudo,64.0,135.0,64.0,Orthodox,1987-02-09,16-6-0,16,6,0,0,3.83,47.0,3.84,57.0,1.78,29.0,72.0,0.1,64.0,False
0577808d22dfe79c,Jon Olav Einemo,78.0,253.0,,Orthodox,1975-12-10,6-3-0,6,3,0,0,2.15,52.0,3.05,52.0,1.73,55.0,43.0,0.0,80.19156790290431,True
05866d8c3a321856,Marvin Eastman,69.0,185.0,73.0,Orthodox,1971-06-08,18-15-1,18,15,1,0,2.21,35.0,3.92,42.0,1.38,33.0,81.0,0.0,73.0,False
058e4e08a1ad8aba,Dale Hartt,70.0,155.0,69.0,Orthodox,1979-04-04,6-3-0,6,3,0,0,1.14,35.0,1.55,66.0,1.22,100.0,25.0,2.5,69.0,False
0597a4528ebd1307,Chris Price,74.0,185.0,,Southpaw,1982-11-09,19-4-0,19,4,0,0,1.44,66.0,2.59,48.0,0.0,0.0,33.0,2.2,75.97017938505194,True
05b43e0ead3df345,Kailin Curran,64.0,115.0,65.0,Orthodox,1991-04-11,4-5-0,4,5,0,0,3.89,43.0,4.75,53.0,2.0,57.0,61.0,0.6,65.0,False
05fa626cb33d15b8,Andrea Lee,66.0,125.0,69.0,Orthodox,1989-02-11,13-11-0,13,11,0,0,4.62,45.0,3.91,61.0,1.65,52.0,53.0,0.6,69.0,False
0641c21bec209472,Mike Jackson,74.0,170.0,74.0,Orthodox,1985-03-22,1-2-0 (1 NC),1,2,0,1,4.49,57.0,3.73,62.0,0.71,33.0,88.0,0.0,74.0,False
064b7dc68d786254,Cain Carrizosa,68.0,155.0,,Orthodox,1986-07-22,10-3-0,10,3,0,0,2.72,42.0,5.8,51.0,0.0,0.0,14.0,0.0,69.63809660827336,True
065eb44700e641a4,Devin Powell,72.0,155.0,73.0,Orthodox,1988-03-01,9-4-0,9,4,0,0,2.88,41.0,3.67,51.0,0.0,0.0,0.0,0.6,73.0,False
06626b6287e1ae1e,Chris Padilla,69.0,155.0,74.0,Orthodox,1995-09-14,17-6-1,17,6,1,0,6.19,54.0,4.88,49.0,1.13,28.0,80.0,0.3,74.0,False
06734ca9d88dec3a,Shara Magomedov,74.0,185.0,73.0,Orthodox,1994-05-16,17-1-0,17,1,0,0,5.55,62.0,3.62,45.0,0.0,0.0,73.0,0.0,73.0,False
06827d70c53ff0d9,Scott Askham,75.0,185.0,75.0,Southpaw,1988-05-20,14-4-0,14,4,0,0,3.03,46.0,3.52,52.0,0.44,18.0,65.0,0.7,75.0,False
068f8a189a47fea6,Maurice Greene,79.0,258.0,80.0,Orthodox,1986-07-05,9-7-0,9,7,0,0,3.28,45.0,3.61,45.0,0.0,0.0,27.0,0.4,80.0,False
06a80a685ea98573,Irwin Rivera,66.0,135.0,67.0,Southpaw,1989-02-14,10-6-0,10,6,0,0,3.36,44.0,5.07,57.0,1.0,16.0,70.0,0.0,67.0,False
06e4245d16fc5315,Ailin Perez,65.0,135.0,66.0,Switch,1994-10-05,13-2-0,13,2,0,0,2.88,56.0,1.58,56.0,4.9,49.0,72.0,0.2,66.0,False
06f0ffa6446c5b6d,Branden Lee Hinkle,75.0,235.0,,Orthodox,1973-07-29,17-11-0 (1 NC),17,11,0,1,2.61,69.0,3.91,26.0,4.34,57.0,66.0,4.3,77.02552651451502,True
06f36cf4bd97ec77,Ed Herman,73.0,205.0,77.0,Orthodox,1980-10-02,27-16-0 (1 NC),27,16,0,1,3.31,48.0,3.71,42.0,1.96,47.0,59.0,1.0,77.0,False
07047eb7d17fb0a2,Daria Zhelezniakova,69.0,135.0,68.0,Orthodox,1996-01-23,10-3-0,10,3,0,0,4.13,40.0,3.38,64.0,0.31,100.0,50.0,0.0,68.0,False
07225ba28ae309b6,Charles Oliveira,70.0,155.0,74.0,Orthodox,1989-10-17,37-11-0 (1 NC),37,11,0,1,3.23,55.0,3.05,48.0,2.29,39.0,54.0,2.6,74.0,False
072a10e85f7d4bff,Milana Dudieva,63.0,135.0,,Orthodox,1989-08-04,11-6-0,11,6,0,0,0.87,31.0,3.43,58.0,2.34,45.0,0.0,0.0,64.36136096095788,True
0749d968e932df53,Tarec Saffiedine,70.0,170.0,70.0,Switch,1986-09-06,16-7-0,16,7,0,0,4.05,47.0,3.06,62.0,0.52,36.0,84.0,0.1,70.0,False
0778f94eb5d588a5,Joey Gomez,70.0,135.0,73.0,Orthodox,1986-07-21,6-2-0,6,2,0,0,2.44,28.0,4.46,55.0,0.62,100.0,50.0,0.0,73.0,False
07797f10b9569cfc,Angel Pacheco,68.0,135.0,70.0,Orthodox,1992-01-13,7-4-0,7,4,0,0,7.58,36.0,10.56,41.0,0.33,50.0,16.0,0.0,70.0,False
077e3ace32b72be9,CJ Vergara,66.0,125.0,68.0,Orthodox,1991-06-18,12-7-1,12,7,1,0,5.02,56.0,4.69,53.0,0.0,0.0,60.0,0.2,68.0,False
078695e385ec2f57,Victor Valenzuela,69.0,170.0,71.0,Orthodox,1994-02-09,14-4-0,14,4,0,0,3.47,40.0,4.81,51.0,0.63,33.0,55.0,0.0,71.0,False
07a18ae55dfc3cd9,Paul Varelans,80.0,300.0,,Orthodox,1969-09-17,9-9-0,9,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.3022621618305,True
07a2bdaa0afdd831,Rogerio Bontorin,65.0,125.0,67.0,Orthodox,1992-04-25,16-4-0 (2 NC),16,4,0,2,2.63,52.0,3.27,50.0,2.9,60.0,51.0,1.0,67.0,False
07a74004d964c7f4,Billy Elekana,75.0,205.0,77.0,Southpaw,1995-05-28,10-2-0,10,2,0,0,2.71,56.0,3.59,46.0,0.85,22.0,0.0,0.8,77.0,False
07bc580bdf3eb9c8,Lance Gibson Jr.,69.0,155.0,72.0,Switch,1995-02-02,10-2-0,10,2,0,0,2.4,45.0,4.24,56.0,1.67,66.0,75.0,0.0,72.0,False
07f72a2a7591b409,Jon Jones,76.0,248.0,84.0,Orthodox,1987-07-19,28-1-0 (1 NC),28,1,0,1,4.38,58.0,2.24,64.0,1.89,45.0,95.0,0.5,84.0,False
07f959e6596307bb,Carlos Vera,66.0,135.0,69.0,Orthodox,1987-11-05,12-4-0,12,4,0,0,1.53,57.0,2.79,49.0,0.0,0.0,25.0,1.6,69.0,False
082eba4cd80f736f,Jarno Errens,71.0,145.0,73.0,Orthodox,1994-11-17,14-6-1,14,6,1,0,3.29,44.0,3.29,61.0,0.0,0.0,33.0,0.3,73.0,False
084532da3d25f3b8,Cezary Oleksiejczuk,75.0,185.0,75.0,Southpaw,2000-01-06,17-3-0,17,3,0,0,1.99,86.0,0.77,47.0,5.77,85.0,100.0,0.0,75.0,False
0845c81e37d3bcb3,Volkan Oezdemir,74.0,205.0,75.0,Orthodox,1989-09-19,21-8-0,21,8,0,0,4.99,48.0,4.19,55.0,0.5,29.0,80.0,0.1,75.0,False
0859524157a19045,Ty Miller,74.0,170.0,77.0,Orthodox,2000-06-04,7-0-0 (1 NC),7,0,0,1,7.16,38.0,4.65,64.0,0.0,0.0,75.0,0.0,77.0,False
0871254cd790c250,Tommy Hayden,69.0,145.0,,Southpaw,1986-03-11,11-3-0,11,3,0,0,1.48,27.0,2.05,55.0,3.42,33.0,66.0,0.0,70.69344373773646,True
0876d21328cf4a45,Dave Galera,71.0,135.0,,Orthodox,1978-01-12,5-1-0,5,1,0,0,1.67,69.0,0.53,33.0,0.0,0.0,14.0,2.0,72.80413799666265,True
08a7080ff5904661,Rafael Carino,80.0,245.0,,Orthodox,,2-1-1,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.3022621618305,True
08ae5cd9aef7ddd3,Kimo Leopoldo,75.0,235.0,,Orthodox,1968-01-05,10-7-1,10,7,1,0,0.76,83.0,2.12,30.0,4.55,100.0,0.0,2.3,77.02552651451502,True
08af939f41b5a57b,Beneil Dariush,70.0,155.0,72.0,Southpaw,1989-05-06,23-8-1,23,8,1,0,3.74,49.0,2.63,57.0,2.21,38.0,82.0,0.8,72.0,False
08e908ed6d18d6a0,Myles Jury,70.0,145.0,73.0,Orthodox,1988-10-31,17-4-0,17,4,0,0,2.94,42.0,2.16,66.0,2.16,55.0,50.0,0.3,73.0,False
093e1f5bb73850be,Anthony Hernandez,72.0,185.0,75.0,Orthodox,1993-10-18,15-3-0 (1 NC),15,3,0,1,4.57,60.0,3.1,51.0,5.88,48.0,68.0,1.6,75.0,False
0941df56f6ac954b,Johny Hendricks,69.0,185.0,69.0,Southpaw,1983-09-12,18-8-0,18,8,0,0,3.49,45.0,3.99,53.0,3.83,46.0,63.0,0.3,69.0,False
095854a135e6db55,Marcus Buchecha,74.0,255.0,77.0,Orthodox,1990-01-08,5-3-1,5,3,1,0,1.59,50.0,2.15,50.0,2.02,16.0,0.0,0.4,77.0,False
0978385b2bd9ef9b,Nick Aguirre,69.0,135.0,74.0,Southpaw,1996-01-15,7-2-0,7,2,0,0,0.73,33.0,2.89,45.0,1.16,20.0,33.0,0.6,74.0,False
09a4447655fd4b7b,Rafael Cerqueira,75.0,205.0,76.0,Southpaw,1990-03-15,11-4-0,11,4,0,0,1.56,43.0,5.05,36.0,0.0,0.0,36.0,0.0,76.0,False
09c44b317c98bf96,David Velasquez,65.0,145.0,,Orthodox,1966-10-19,10-10-0,10,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.47205521988408,True
09e62c450e754913,Jimmy Flick,67.0,125.0,68.0,Orthodox,1990-09-07,17-9-0,17,9,0,0,1.67,50.0,4.7,43.0,2.36,33.0,0.0,3.5,68.0,False
09f579be4520394a,Diego Rivas,68.0,145.0,69.0,Orthodox,1991-11-11,10-2-0,10,2,0,0,1.37,40.0,2.14,52.0,1.79,60.0,64.0,0.9,69.0,False
0a1942069c9ad6b6,Jack Hermansson,73.0,170.0,77.0,Orthodox,1988-06-10,24-10-0,24,10,0,0,5.15,45.0,3.72,56.0,1.48,29.0,80.0,0.4,77.0,False
0a73acff6325c1e2,Shayilan Nuerdanbieke,68.0,145.0,69.0,Orthodox,1994-05-04,39-12-0,39,12,0,0,1.95,45.0,2.64,50.0,3.3,35.0,28.0,0.2,69.0,False
0a95c474e61a6c44,Adam Yandiev,69.0,185.0,74.0,Orthodox,1988-08-07,9-1-0,9,1,0,0,0.18,8.0,6.14,36.0,0.0,0.0,25.0,0.0,74.0,False
0a97691039c4bbfb,Mark Hominick,68.0,145.0,68.0,Orthodox,1982-07-22,20-12-0,20,12,0,0,4.08,42.0,4.18,69.0,0.25,66.0,71.0,0.9,68.0,False
0aa92558424ced9e,Randy Couture,73.0,205.0,75.0,Orthodox,1963-06-22,19-11-0,19,11,0,0,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,75.0,False
0abcf6bc47191219,Bruno Lopes,74.0,205.0,74.0,Orthodox,1993-04-24,14-3-0,14,3,0,0,2.88,43.0,4.21,54.0,1.93,21.0,100.0,0.0,74.0,False
0b31f87be71ebbb1,Ben Askren,71.0,170.0,73.0,Orthodox,1984-07-18,19-2-0 (1 NC),19,2,0,1,3.64,49.0,5.66,36.0,4.33,55.0,0.0,0.9,73.0,False
0b362247806341e5,JP Buys,65.0,135.0,67.0,Orthodox,1996-04-30,9-6-0,9,6,0,0,1.88,39.0,3.02,40.0,1.55,25.0,25.0,2.3,67.0,False
0b5b6876c2a4723f,Steve Steinbeiss,75.0,185.0,75.0,Orthodox,1981-05-05,9-4-0,9,4,0,0,3.92,55.0,1.86,49.0,0.44,50.0,58.0,0.0,75.0,False
0b64d0fed453ef7f,Scott Jorgensen,65.0,135.0,66.0,Orthodox,1982-09-17,15-12-0,15,12,0,0,3.37,40.0,3.41,65.0,2.61,45.0,59.0,0.7,66.0,False
0b8d512c79b4baf3,Matt Bessette,70.0,145.0,70.0,Orthodox,1984-12-28,22-9-0 (1 NC),22,9,0,1,4.36,41.0,4.45,58.0,0.64,28.0,61.0,0.3,70.0,False
0bc697c5936a2d0a,Trevor Peek,69.0,145.0,70.0,Switch,1995-01-09,9-3-0 (1 NC),9,3,0,1,4.39,53.0,3.88,43.0,1.45,50.0,52.0,0.0,70.0,False
0bc7e61d204f2137,Fabiano Scherner,75.0,257.0,,Orthodox,1972-06-30,11-10-0 (3 NC),11,10,0,3,1.31,31.0,3.2,38.0,1.09,33.0,40.0,0.0,77.02552651451502,True
0bcfe2513cb3bc39,Tom DeBlass,72.0,185.0,,Orthodox,1982-05-14,9-2-0,9,2,0,0,1.5,35.0,4.43,37.0,1.0,50.0,28.0,0.5,73.85948512612573,True
0be6776db31d98ec,Mitch Raposo,65.0,125.0,64.0,Switch,1998-10-16,11-3-0,11,3,0,0,1.91,38.0,2.92,60.0,1.98,36.0,68.0,0.0,64.0,False
0c258d1d8e16e5f1,Kevin Natividad,66.0,135.0,70.0,Orthodox,1993-04-02,9-4-0,9,4,0,0,2.68,34.0,4.29,47.0,3.66,50.0,83.0,0.0,70.0,False
0c25d0a5e8cdbf19,Lukasz Brzeski,75.0,236.0,78.0,Orthodox,1992-05-17,9-7-1 (1 NC),9,7,1,1,4.9,50.0,3.65,54.0,0.41,33.0,35.0,0.4,78.0,False
0c5c66ddd1886b83,Caio Magalhaes,73.0,185.0,73.0,Orthodox,1987-12-14,10-3-0,10,3,0,0,2.27,40.0,2.78,56.0,1.05,15.0,58.0,1.6,73.0,False
0c670b443c3d269f,Jim Wallhead,70.0,170.0,,Orthodox,1984-03-14,29-11-0,29,11,0,0,3.19,26.0,6.65,49.0,0.0,0.0,100.0,0.0,71.74879086719955,True
0c6d9ea8306c029e,Brad Tavares,73.0,185.0,74.0,Orthodox,1987-12-21,21-13-0,21,13,0,0,3.41,43.0,3.32,54.0,0.7,26.0,80.0,0.0,74.0,False
0c9c0a43d3f3f49d,Marcelo Guimaraes,72.0,185.0,73.0,Orthodox,1983-06-25,9-2-1,9,2,1,0,4.67,51.0,4.41,62.0,1.99,13.0,0.0,0.0,73.0,False
0ccab7c889ede9ea,Fredy Serrano,63.0,125.0,65.0,Orthodox,1979-09-22,3-2-0,3,2,0,0,1.58,26.0,1.89,61.0,2.84,25.0,84.0,0.0,65.0,False
0cd0456d6029cec2,Robert Valentin,74.0,185.0,77.0,Orthodox,1995-03-31,12-6-0 (1 NC),12,6,0,1,1.3,55.0,2.72,33.0,0.59,50.0,55.0,1.8,77.0,False
